Text,category
Not his space to mark: Hogg reacts to Smith scuffing Pant's batting mark,sports
India's injury concerns give Aus edge going into Brisbane Test: Ponting,sports
Saina Nehwal tests positive for COVID-19 in Thailand,sports
"F1 2021 calendar revised, Australian and Chinese GPs postponed",sports
PV Sindhu knocked out of Thailand Open after first round loss,sports
I let the bowlers down: Tim Paine on 3 dropped catches on Day 5 vs India,sports
Two players test COVID-19 positive at Australian Open qualifying event,sports
"India batted well, we couldn't have changed much: Labuschagne",sports
Rishabh Pant should play as a pure batsman in Brisbane Test: Parthiv Patel,sports
Irfan Pathan issues statement over Hooda's claims that Krunal misbehaved with him,sports
"Quite shocked by the reaction, I barely slept: Smith on crease-scuffing controversy",sports
"Supriyo tweets 'Hanuma Bihari has murdered cricket', Vihari corrects spelling",sports
Smith would've needed 15-inch spikes to do what people are accusing him of: Langer,sports
Made Australia scratch their head a little bit: Ponting on Ashwin-Vihari partnership,sports
"Latest rankings for Test all-rounders out, Jadeja jumps to 2nd spot",sports
No racist word said by fans who got kicked out: Indian fan on Sydney racism row,sports
Latest ICC rankings for Test batsmen out; Kohli and Smith swap spots,sports
"Siraj got angry for giving 2 sixes, he showed middle finger to crowd: Indian fan",sports
"SCG staff swept & repainted batting crease before Smith scuffed it, footage shows",sports
"Amir was dropped due to his form, no idea why he made up everything: Misbah",sports
"Sourav Ganguly instigated Ind-Aus rivalry, put us on back foot: Brad Hogg",sports
Anil Kumble was the Dravid of India's bowling line-up: Steve Waugh,sports
Kashyap retires mid-game to make first-round exit from Thailand Open,sports
India need 309 runs on last day to win Sydney Test and take 2-1 series lead,sports
"Jasprit Bumrah knocks off bails in frustration, umpire's reaction goes viral",sports
"Crowd abuses Mohammed Siraj, police kick out spectators as play briefly stopped",sports
"Hooda accuses Krunal of abusing and insulting him, withdraws his name from team",sports
"Mohammed Siraj ducks even before Pat Cummins releases ball, pic goes viral",sports
"Broadcaster apologises after Warne, Symonds mock Labuschagne in foul-mouthed chat",sports
Mysterious 4th stump making an appearance on replays: Aakash on Hawk-Eye,sports
Have a heart: Kaif to people criticising Pujara for slow batting,sports
Pujara is almost scared to play a shot: Border on batsman's slowest-ever Test fifty,sports
"Cricket has changed, you can't bat so slow: Pragyan Ojha criticises Pujara",sports
"Fan points out 'mistake' in Hawk-Eye during review by India, pic goes viral",sports
We're going to make it as hard as possible for Pujara to score: Cummins,sports
Dhoni second cricketer after Virat Kohli to cross 30 mn followers on Instagram,sports
"Mayank having technique issues now, doesn't mean they'll stay forever: Uthappa",sports
I don't think it was the right approach: Ponting on Pujara's 50 off 176 balls,sports
"Whenever Cummins bowls against Pujara, it seems he'll get him out: Agarkar",sports
I think India won't make 200 in the second innings: Ponting,sports
Have to bat in manner I know: Pujara after hitting his slowest Test fifty,sports
"After 'Mirzya', big filmmakers replaced me: Saiyami Kher",entertainment
Was replaced by Kangana in 'Tanu...' on Madhavan's recommendation: Actress,entertainment
"Tom Hanks to host a TV special for Biden, Harris' inauguration",entertainment
70 mm charm is undeniable but people are enjoying OTT: Rohit Saraf,entertainment
He signed his first autograph in Tashkent: Big B shares pic with Abhishek,entertainment
He is a perfect gentleman: Actress Malavika on working with Vijay,entertainment
Aparshakti Khurana to make OTT debut with Motwane's 'Stardust',entertainment
"Would like to play a UP-based role, similar to 'Mirzapur': Hina Khan",entertainment
Nerve-racking to shoot 'WandaVision' in front of live audience: Olsen,entertainment
Parth to make film debut alongside Alia in 'Piharwa' : Reports,entertainment
Japanese cinematographer Tetsuo Nagata joins Kangana's 'Dhaakad',entertainment
"Ranbir, Tripti to team up for 'Kabir Singh' maker's 'Animal': Reports",entertainment
Hard to say no to that character: Jared Leto on returning as Joker,entertainment
Rohit Shetty to make digital debut with action thriller: Reports,entertainment
Rishi uncle would always message dad after my film released: Tiger,entertainment
"Twitter user claiming to be doctor calls Madhavan alcoholic, addict; actor responds",entertainment
"Actors from big families haven't made it, including Sohail: Wife on nepotism",entertainment
"Hoping 'Shamshera', 'Bell Bottom' will pull people into theatres: Vaani",entertainment
Getting stereotyped on TV is no less than a nightmare: Aakanksha Singh,entertainment
Anubhav Sinha to produce Hansal Mehta's next film: Reports,entertainment
Hina Khan wins Best Actress at Montgomery International Film Fest,entertainment
Haven't got this much recognition from any other project: Priyanshu on Mirzapur 2,entertainment
OTT is the best thing that has happened for young talented people: Bobby,entertainment
"Rhea will bounce back: Rumi Jaffery on film 'Chehre' with Big B, Emraan",entertainment
Tiger's rumoured girlfriend Disha to play Jackie's sister in Radhe: Reports,entertainment
"Ajay, Sidharth Malhotra & Rakul to star in comedy film 'Thank God'",entertainment
Actor Varun Tej Konidela tests negative for coronavirus,entertainment
Motherhood won't change my work choices: 'Ludo' actress Pearle,entertainment
Film festival invites one fan to watch movies alone on remote Swedish island,entertainment
I have bruised a lot of egos in the film industry: Arshad Warsi,entertainment
Aparshakti Khurana to star in suspense thriller film with Madhavan,entertainment
Katrina deletes pic with Vicky's reflection mins after posting amid dating rumours,entertainment
Preity casts Hrithik for her debut web series as producer: Reports,entertainment
Rohit Shetty to make digital debut with action thriller: Reports,entertainment
"Twitter user claiming to be doctor calls Madhavan alcoholic, addict; actor responds",entertainment
Getting stereotyped on TV is no less than a nightmare: Aakanksha Singh,entertainment
Anubhav Sinha to produce Hansal Mehta's next film: Reports,entertainment
I feel I could have avoided some films at the beginning of my career: Tusshar,entertainment
Sunny Leone begins shooting for Vikram Bhatt's 'Anamika',entertainment
"People think being celebrity is glamorous, but it isn't this rosy: Tinaa",entertainment
Actress Rakul Preet tests positive for coronavirus,entertainment
Sunny Leone begins shooting for Vikram Bhatt's 'Anamika',entertainment
I've always been against it: Anurag on censorship on OTT platforms,entertainment
"TV actors Mohit Malik, Aditi Malik to welcome their first child",entertainment
All rubbish was being offered to me: Vidya Malavade on taking break from films,entertainment
I tell myself to choose films that help me tap into a different side of me: Amit,entertainment
I hope I never let my fans down: Sood on temple built in his honour,entertainment
"Sidharth, Rashmika to star in espionage thriller 'Mission Majnu'",entertainment
We're getting stuck with the underworld gangster genre: Supriya on OTT,entertainment
Rashmika to share screen space with Big B in Vikas Bahl's next: Reports,entertainment
Wasn't easy to convince Annu Kapoor for the role: 'Paurashpur' director,entertainment
Rejected a few offers on OTT as they had too much of skin show: Adaa Khan,entertainment
Pandemic has put a stop to my creative process: Filmmaker Scorsese,entertainment
Akshay Kumar backs out of King Suheldev film: Reports,entertainment
Important to understand need of the hour: Sara on 'Coolie...' OTT release,entertainment
Sonam Kapoor to star in Bollywood remake of South Korean film 'Blind',entertainment
No actor has been approached to play the role of King Suheldev: Makers,entertainment
"Many told me 'why are you doing this, focus on films': Ali on Mirzapur",entertainment
What a wonderful film: Oscar-winning director Danny Boyle on 'AK vs AK',entertainment
"Nepotism is a time waste topic, my heart goes out to Johar: Lakshmi Manchu",entertainment
1st time I didn't know how crew looked like: Arjun on shooting amid COVID-19,entertainment
"Ishaan, Tripti to star in Dharma's psychological thriller: Reports",entertainment
Filmmaker Aanand L Rai tests positive for coronavirus,entertainment
Kerala censor board denies screening of film based on JNU protests,entertainment
It's my quest to influx Hollywood with Indian talent: Priyanka on producing films,entertainment
"I'm a huge fan of Akshay, he's an outstanding actor: Arshad",entertainment
Vikrant Massey to star in Hindi remake of Malayalam film 'Forensic',entertainment
"Varun starrer 'Ekkis' is not shelved, shoot to begin in Sept: Sriram",entertainment
Abhishek to team up with Dinesh Vijan and Tushar Jalota for a film,entertainment
Ajay Devgan's Maidaan release date pushed to October 15,entertainment
TV actor Aamir Ali shares Remo D'souza's pictures from hospital,entertainment
"Rajinikanth resumes 'Annaatthe' shoot amid COVID-19, makers share pic",entertainment
Cinemas will be there but digital platforms have wide reach: Rajkummar,entertainment
Vicky approached to play Big B's role in Chupke Chupke remake: Reports,entertainment
"I have studied acting, I am an actor before anything else: Mallika",entertainment
Om Puri shot despite having typhoid: Wife on his last film Omprakash Zindabad,entertainment
Money only difference between Bengali & Hindi film industry: Jisshu,entertainment
Actor Arjun Rampal seeks time till Dec 21 to appear before NCB in drugs case,entertainment
Happy taking the risk: Vikas on releasing 'The Last...' in theatres amid COVID-19,entertainment
"Biopic on Major Dhyan Chand announced, film to release in 2022",entertainment
"Actor Ravi Bhatia splits from Indonesian wife, says they married as she was pregnant",entertainment
"After watching my music videos, people feel I can become actor: Armaan",entertainment
Web has given a new life not only to actors but to stories: Shweta,entertainment
Never seen him tired: Mona on working with Aamir in 'Laal Singh Chaddha',entertainment
OTT gave me the chance to be in middle of frame: Chandan Roy Sanyal,entertainment
Malang' allowed me to explore myself as an actor: Disha Patani,entertainment
Ajay to remake Telugu comedy film 'Brochevarevarura' in Hindi: Reports,entertainment
Felt like a child in a private magic show: Nimrat on watching Tenet in theatre,entertainment
Engineering exports jump 70% in march,business
polluting coal to remain predominant fuel in india's energy basket,business
restocking base effect boost two wheeler sales in march,business
salman khan invests in short form video app chingari,business
india posts record high YoY merchandise exports in march,business
equity indices in green metal stocks surge,business
sensex down 500 points ,business
banking finance stocks fall,business
cabinet likely to consider IDBI bank privatisation next week,business
"Sensex zooms 800 points, banking and metal stocks surge",business
"sexsex up 500 points, finance stock rises",business
domestic fuel prices expected to fall as covid surge dampens crude cost,business
bank to conduct special clearing of govt cheques on march 31,business
pvt sector can help increase funding options for rail India,business
"LIC IPO to bring Rs 1L cr, sale may fetch Rs 80k cr",business
equity indices in green sensex up 400 points,business
amazon asks India not to change rules till probe is complete,business
dream sports closes $400M funding round,business
equity indices in green sensex up 500 points,business
"Sensex drops 1250 points, banking stock slump",business
Equity indices open in green Nifty above 15000,business
Reduce VAT on petrol and diesel,business
Tripura gramin bank posts profit for 20th year in a row,business
Julius Baer upgrades India fastest growing major economy,business
govt plansto create world class storage system,business
"Sensex down 400 points, Nifty below 15000",business
Tata Motors rolls out Tiago XTA,business
market in red sensex falls nearly 800 points,business
India inc asks Hry to reassess reservation in private sector,business
HCL tech announces Rs 700 cr one time bonus for employees,business
Business confidence improves in India:NCAER survey,business
Adani group acquires 23.5% stake in mumbai international airport,business
budget 2021-22 provides pro-growth measures,business
Airtel returns to profit,business
Flipkart wholesale to offer grocery for kirana stores on app,business
budget will enhance growth in manufacturing trade,business
"sensex, nifty hit fresh record highs",business
Jeff Bezos to step down as amazon CEO,business
India's merchandise exports rose over 5% YoY in jan,business
sensex reclaims 50000 over budget euphoria,business
"Food items and fertilizer subsidies hiked, petroleum subsidy cut",business
reassuring budget with thrust on healthcare say industry expert,business
"budget promotes small scale industries, automobiles, textiles",business
A landmark budget for gem and jewellery industry says GJEPC,business
"Fm presents pos covid budget , ample opportunity for sconomic reset",business
Govt needs to incentivise vehicle conversion to clean fuels,business
amazon marketplace and manage their online business in kannada,business
economic survey seeks more short term fiscal support,business
"foreign fund outflows, profit booking pull equiy markets lower",business
Sensex sheds gains amid volatile trade,business
Petrol and diesel prices remain unchanged at record high levels,business
"bitcoin falls, worst weekly loss in months",business
"sensex slumps 700 points, gives up 49000",business
equity indices fall sensex down 100 points,business
OMCs keep petrol diesel price rise under check on thursday,business
Sensex breaches 50000 for the first time,business
SEBI approves future Reliance deal,business
petrol and diesel prices remain static 3 days in a row,business
"amid profit booking, valuation concerns market end deep in red",business
"sensex plunges 700 points, gives up 49000 mark",business
"sensex loses over 200 points, It stocks fall",business
